timestamp_c,frame.number,frame.len,frame.protocols,wlan.duration,wlan.ra,wlan.ta,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,llc.type,ip.hdr_len,ip.len,ip.id,ip.flags,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq_raw,tcp.ack_raw,tcp.hdr_len,tcp.flags,tcp.window_size,tcp.options,udp.srcport,udp.dstport,udp.length,data.data,data.len,wlan.fc.type,wlan.fc.subtype,time_since_last_packet,class
28132.65582,363.0,86.0,2,44,1,0,1,0,0,0,143,2048,20,52,16792,64,128,6,2,3,50977,53,3062186483,0,32,2,64240,1,0,0,0,0,0,2,8,0.0306400000008579,Benign
28132.66261,365.0,231.0,3,44,0,1,0,1,0,0,201,2048,20,197,197,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,137,169,2,8,0.0067899999994551,Benign
28132.69902,367.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0364100000006146,Benign
28132.76471,369.0,231.0,3,44,0,1,0,1,0,0,202,2048,20,197,198,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,138,169,2,8,0.0656899999994493,Benign
28132.80151,371.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0368000000016763,Benign
28132.8668,373.0,229.0,3,44,0,1,0,1,0,0,203,2048,20,195,199,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,139,167,2,8,0.0652899999986402,Benign
28132.974,375.0,232.0,3,44,0,1,0,1,0,0,204,2048,20,198,200,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,140,170,2,8,0.1071999999985564,Benign
28133.00633,377.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0323300000018207,Benign
28133.01929,379.0,75.0,3,44,0,1,0,1,0,0,205,2048,20,41,201,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,230,13,2,8,0.0129600000000209,Benign
28133.07055,381.0,230.0,3,44,0,1,0,1,0,0,206,2048,20,196,202,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,141,168,2,8,0.0512600000001839,Benign
28133.58487,383.0,230.0,3,320,0,1,0,1,0,0,211,2048,20,196,207,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,124,168,2,8,0.5143199999984063,Benign
28133.5873,384.0,230.0,3,320,0,1,0,1,0,0,211,2048,20,196,207,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,124,168,2,8,0.0024300000004586,Benign
28136.18054,401.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2.5932400000019697,Benign
28136.23341,403.0,230.0,3,44,0,1,0,1,0,0,241,2048,20,196,237,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,173,168,2,8,0.0528699999995296,Benign
28136.2365,405.0,86.0,2,44,1,0,1,0,0,0,152,2048,20,52,39372,64,128,6,2,4,62655,53,3919102779,0,32,2,64240,1,0,0,0,0,0,2,8,0.0030899999983375,Benign
28136.28297,407.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0464700000011362,Benign
28136.28428,409.0,74.0,3,44,0,1,0,1,0,0,242,2048,20,40,238,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,20,219,12,2,8,0.0013099999996484,Benign
28136.2845,411.0,231.0,3,44,0,1,0,1,0,0,243,2048,20,197,239,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,172,169,2,8,0.0002200000017182,Benign
28136.38577,413.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.1012699999992037,Benign
28136.38638,415.0,229.0,3,44,0,1,0,1,0,0,244,2048,20,195,240,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,171,167,2,8,0.000609999999142,Benign
28136.43962,417.0,86.0,2,44,1,0,1,0,0,0,153,2048,20,52,39373,64,128,6,2,4,54190,53,2220003350,0,32,2,64240,1,0,0,0,0,0,2,8,0.0532400000010966,Benign
28136.488,419.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0483800000001792,Benign
28136.48841,421.0,231.0,3,44,0,1,0,1,0,0,245,2048,20,197,241,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,175,169,2,8,0.0004100000005564,Benign
28136.59016,423.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.1017499999979918,Benign
28136.59045,425.0,229.0,3,44,0,1,0,1,0,0,246,2048,20,195,242,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,174,167,2,8,0.0002899999999499,Benign
28139.75213,463.0,233.0,3,44,0,1,0,1,0,0,282,2048,20,199,278,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,179,198,171,2,8,3.16168000000107,Benign
28139.7645,465.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0123700000003736,Benign
28139.82007,467.0,86.0,2,44,1,0,1,0,0,0,161,2048,20,52,16793,64,128,6,2,3,55186,53,1297781637,0,32,2,64240,1,0,0,0,0,0,2,8,0.0555700000004435,Benign
28139.85424,469.0,233.0,3,44,0,1,0,1,0,0,283,2048,20,199,279,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,179,197,171,2,8,0.0341699999989941,Benign
28139.86692,471.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0126799999998183,Benign
28139.95658,473.0,230.0,3,44,0,1,0,1,0,0,284,2048,20,196,280,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,165,168,2,8,0.0896599999978207,Benign
28139.96932,475.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0127400000019406,Benign
28140.02408,477.0,86.0,2,44,1,0,1,0,0,0,162,2048,20,52,16794,64,128,6,2,3,55196,53,2556476167,0,32,2,64240,1,0,0,0,0,0,2,8,0.0547599999990779,Benign
28140.0584,478.0,75.0,3,44,0,1,0,1,0,0,285,2048,20,41,281,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,231,13,2,8,0.0343200000024808,Benign
28140.05842,480.0,232.0,3,44,0,1,0,1,0,0,286,2048,20,198,282,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,164,170,2,8,1.9999999494757503e-05,Benign
28140.07171,482.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0132899999989604,Benign
28140.16064,484.0,232.0,3,44,0,1,0,1,0,0,287,2048,20,198,283,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,163,170,2,8,0.0889299999980721,Benign
28143.34873,500.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.188090000003285,Benign
28143.3741,502.0,229.0,3,44,0,1,0,1,0,0,326,2048,20,195,321,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,158,167,2,8,0.0253699999993841,Benign
28143.45112,504.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0770200000006298,Benign
28143.47615,506.0,230.0,3,44,0,1,0,1,0,0,327,2048,20,196,322,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,159,168,2,8,0.0250299999970593,Benign
28143.55561,508.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0794600000008358,Benign
28143.57803,510.0,230.0,3,44,0,1,0,1,0,0,328,2048,20,196,323,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,149,168,2,8,0.0224200000011478,Benign
28143.65592,512.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0778900000004796,Benign
28143.68035,514.0,228.0,3,44,0,1,0,1,0,0,329,2048,20,194,324,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,177,166,2,8,0.0244299999976647,Benign
28143.68057,515.0,228.0,3,44,0,1,0,1,0,0,329,2048,20,194,324,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,177,166,2,8,0.0002200000017182,Benign
28143.7583,517.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0777300000008835,Benign
28143.78198,519.0,228.0,3,44,0,1,0,1,0,0,330,2048,20,194,325,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,176,166,2,8,0.0236799999984214,Benign
28143.78224,520.0,228.0,3,44,0,1,0,1,0,0,330,2048,20,194,325,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,176,166,2,8,0.0002600000007078,Benign
28144.08615,522.0,98.0,0,320,3,1,3,1,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.3039099999987229,Benign
28144.09292,523.0,98.0,0,320,3,1,3,1,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0067699999999604,Benign
28144.18146,524.0,98.0,0,320,3,1,3,1,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0885400000006484,Benign
28146.38955,537.0,230.0,3,320,0,1,0,1,0,0,361,2048,20,196,356,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,190,168,2,8,2.208090000000084,Benign
28146.89294,547.0,230.0,3,44,0,1,0,1,0,0,367,2048,20,196,362,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,186,168,2,8,0.5033900000016729,Benign
28146.93252,549.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0395799999969312,Benign
28146.99493,551.0,233.0,3,44,0,1,0,1,0,0,368,2048,20,199,363,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,179,185,171,2,8,0.0624100000022735,Benign
28147.03486,553.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0399299999990034,Benign
28147.04583,555.0,75.0,3,44,0,1,0,1,0,0,369,2048,20,41,364,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,232,13,2,8,0.0109699999993608,Benign
28147.09711,557.0,231.0,3,44,0,1,0,1,0,0,370,2048,20,197,365,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,189,169,2,8,0.0512799999996786,Benign
28147.13729,559.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0401799999999639,Benign
28147.19892,561.0,231.0,3,44,0,1,0,1,0,0,371,2048,20,197,366,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,188,169,2,8,0.0616300000001501,Benign
28147.2397,563.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0407799999993585,Benign
28147.30092,565.0,230.0,3,44,0,1,0,1,0,0,372,2048,20,196,367,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,187,168,2,8,0.0612200000032316,Benign
28147.34203,567.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.041109999998298,Benign
28150.46389,597.0,86.0,2,44,1,0,1,0,0,0,192,2048,20,52,39388,64,128,6,2,4,54190,53,2220003350,0,32,2,64240,1,0,0,0,0,0,2,8,3.1218599999992875,Benign
28150.46411,598.0,86.0,2,44,1,0,1,0,0,0,192,2048,20,52,39388,64,128,6,2,4,54190,53,2220003350,0,32,2,64240,1,0,0,0,0,0,2,8,0.0002200000017182,Benign
28150.46441,599.0,86.0,2,44,1,0,1,0,0,0,192,2048,20,52,39388,64,128,6,2,4,54190,53,2220003350,0,32,2,64240,1,0,0,0,0,0,2,8,0.0002999999996973,Benign
28150.5137,600.0,228.0,3,44,0,1,0,1,0,0,410,2048,20,194,405,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,193,166,2,8,0.0492899999990186,Benign
28150.51641,602.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0027100000006612,Benign
28150.61596,604.0,229.0,3,44,0,1,0,1,0,0,411,2048,20,195,406,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,196,167,2,8,0.0995499999989988,Benign
28150.66566,606.0,86.0,2,44,1,0,1,0,0,0,193,2048,20,52,39389,64,128,6,2,4,50004,53,1692878614,0,32,2,64240,1,0,0,0,0,0,2,8,0.049699999999575,Benign
28150.7181,608.0,229.0,3,44,0,1,0,1,0,0,412,2048,20,195,407,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,195,167,2,8,0.0524399999994784,Benign
28150.72119,610.0,26.0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0030900000019755,Benign
28150.82003,612.0,231.0,3,44,0,1,0,1,0,0,413,2048,20,197,408,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,200,169,2,8,0.098839999998745,Benign
